date,content,source,url
2025-04-06 12:15:05,"BayBridge Capital Group LLC Buys 172 Shares of Microsoft Co. (NASDAQ:MSFT). BayBridge Capital Group LLC raised its stake in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) by 3.7% during the 4th quarter, Holdings Channel.com reports. The fund owned 4,860 shares ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTZxdPNnReIjLSrQtDMD;_ylu=Y29sbwNncTEEcG9zAzUEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037105/RO=10/RU=https%3a%2f%2fwww.etfdailynews.com%2f2025%2f04%2f06%2fbaybridge-capital-group-llc-buys-172-shares-of-microsoft-co-nasdaqmsft%2f/RK=2/RS=lI9XKfl7E3SAYHFDfq6_7X1n64Q-
2025-04-06 12:15:05,"Microsoft Co. (NASDAQ:MSFT) Shares Purchased by Cidel Asset Management Inc.. Cidel Asset Management Inc. grew its holdings in Microsoft Co. (NASDAQ:MSFT – Free Report) by 0.4% in the 4th quarter, according to the company in its most recent Form 13F filing with the SEC ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTZxdPNnReIjNCrQtDMD;_ylu=Y29sbwNncTEEcG9zAzEwBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1744037105/RO=10/RU=https%3a%2f%2fwww.etfdailynews.com%2f2025%2f04%2f06%2fmicrosoft-co-nasdaqmsft-shares-purchased-by-cidel-asset-management-inc%2f/RK=2/RS=QAhGAbhuJK.I3irLsGPVP7HRSrE-
2025-04-06 12:15:01,"Sageworth Trust Co Reduces Stock Position in Microsoft Co. (NASDAQ:MSFT). Sageworth Trust Co decreased its stake in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) by 22.6% during the fourth quarter, according to the company in its most recent disclosure with ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTZtdPNnHPQjiR3QtDMD;_ylu=Y29sbwNncTEEcG9zAzIEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037101/RO=10/RU=https%3a%2f%2fwww.etfdailynews.com%2f2025%2f04%2f06%2fsageworth-trust-co-reduces-stock-position-in-microsoft-co-nasdaqmsft%2f/RK=2/RS=xk7D75SylBS7NfwT4pl78zDZD1Q-
2025-04-05 12:15:57,"Bitcoin decoupling from tech stocks indicates new geopolitical use as economic.... Bitcoin's dual-purpose role expands, serving both as a growth trade and as a hedge against geopolitical risks.",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTakdPNnWYQje2vQtDMD;_ylu=Y29sbwNncTEEcG9zAzMEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037157/RO=10/RU=https%3a%2f%2fcryptoslate.com%2fbitcoin-decoupling-from-tech-stocks-indicates-new-geopolitical-use-as-economic-hedge-stanchart%2f/RK=2/RS=mq7XRL6bX8V3lYfwa9ql9lKeqaQ-
2025-04-05 12:15:48,"How to protect your money during a period of economic turmoil. President Trump waited until after themarketclose on Wednesday to announce a slew of tariffs on goods imported to the U.S. from countries all over the world. On Thursday, the S&P 500 SPX dropped ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=Awr9_YqbdPNnhDQj5LjQtDMD;_ylu=Y29sbwNncTEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037147/RO=10/RU=https%3a%2f%2fwww.morningstar.com%2fnews%2fmarketwatch%2f20250404265%2fhow-to-protect-your-money-during-a-period-of-economic-turmoil/RK=2/RS=WDgeHHDDN98CgQBRRSjTQKh370M-
2025-04-05 12:15:48,"The Dow plunges 2,200 points and tech stocks tumble again as Powell warns of.... The Magnificent 7 tech stocks plunged, leading the overallmarketlower for a second day, after...",Yahoo Finance,https://r.search.yahoo.com/_ylt=Awr9_YqbdPNnhDQj8rjQtDMD;_ylu=Y29sbwNncTEEcG9zAzgEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037147/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fmagnificent-7-stocks-slide-again-141500907.html%3ffr%3dsycsrp_catchall/RK=2/RS=u2xOBlWcGvkdPR8A_XN5YDVaC9I-
2025-04-05 12:15:44,Why Wynn Resorts (WYNN) Stock Is Down Today. Shares of luxury hotels and casino operator Wynn Resorts (NASDAQ:WYNN) fell 7.8% in the morning session after China imposed a 34% tariff on all U.S....,Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaYdPNn778joUbQtDMD;_ylu=Y29sbwNncTEEcG9zAzQEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037144/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fwhy-wynn-resorts-wynn-stock-191406626.html%3ffr%3dsycsrp_catchall/RK=2/RS=YY5knndlwOZ.0crbKxRUeCF4KVA-
2025-04-05 12:15:44,Why Boeing (BA) Shares Are Trading Lower Today. Shares of aerospace and defense company Boeing (NYSE:BA) fell 10.1% in the morning session after China imposed a 34% tariff on all U.S. imports amid...,Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaYdPNn778jnkbQtDMD;_ylu=Y29sbwNncTEEcG9zAzIEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037144/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fwhy-boeing-ba-shares-trading-190900140.html%3ffr%3dsycsrp_catchall/RK=2/RS=N2etU39da2ok5NtG3Ak2g9SrFXU-
2025-04-05 12:15:36,Why Texas Instruments (TXN) Stock Is Falling Today. Shares of analog chip manufacturer Texas Instruments (NASDAQ:TXN) fell 6.3% in the afternoon session after China imposed a 34% tariff on all U.S. imports...,Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaPdPNn_mIi3T_QtDMD;_ylu=Y29sbwNncTEEcG9zAzQEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037136/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fwhy-texas-instruments-txn-stock-191357842.html%3ffr%3dsycsrp_catchall/RK=2/RS=JCkTo86ShsEPVhw8w_kUfjSQNTE-
2025-04-05 12:15:36,Why Monolithic Power Systems (MPWR) Shares Are Sliding Today. Shares of power management chips maker Monolithic Power Systems (NASDAQ:MPWR) fell 8.6% in the...,Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaPdPNn_mIi4z_QtDMD;_ylu=Y29sbwNncTEEcG9zAzcEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037136/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fwhy-monolithic-power-systems-mpwr-191359950.html%3ffr%3dsycsrp_catchall/RK=2/RS=90a68C19_qG9QshYZm9WL55GYxk-
2025-04-05 12:15:33,"Global X Japan Co. Ltd. Acquires 9,924 Shares of Microsoft Co. (NASDAQ:MSFT). Global X Japan Co. Ltd. raised its stake in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) by 13.7% in the fourth quarter, HoldingsChannel reports. Global X Japan Co. Ltd.’s holdings in ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaMdPNn_vUiLNLQtDMD;_ylu=Y29sbwNncTEEcG9zAzEwBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1744037133/RO=10/RU=https%3a%2f%2fwww.etfdailynews.com%2f2025%2f04%2f05%2fglobal-x-japan-co-ltd-acquires-9924-shares-of-microsoft-co-nasdaqmsft%2f/RK=2/RS=do6mvNRDv4RmgeNFz7tVbptmIoo-
2025-04-05 12:15:30,"Market Today: Tech Giants Eye Government Contracts Amid Tariff T. MarketOverview This week witnessed a significant downturn in U.S. equity markets, primarily driven...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaKdPNnHiUijWnQtDMD;_ylu=Y29sbwNncTEEcG9zAzUEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037130/RO=10/RU=https%3a%2f%2fwww.gurufocus.com%2fnews%2f2763753%2fmarket-today-tech-giants-eye-government-contracts-amid-tariff-turmoil/RK=2/RS=Cjguke5QLGWvhBbky5K21RzaqK0-
2025-04-05 12:15:28,"Sumitomo Mitsui Trust Group Inc. Trims Stake in Microsoft Co. (NASDAQ:MSFT). Sumitomo Mitsui Trust Group Inc. lessened its holdings in Microsoft Co. (NASDAQ:MSFT – Free Report) by 0.4% in the fourth quarter, according to the company in its most recent Form 13F filing ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=Awr9_YqHdPNnamcjFpTQtDMD;_ylu=Y29sbwNncTEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037127/RO=10/RU=https%3a%2f%2fwww.etfdailynews.com%2f2025%2f04%2f05%2fsumitomo-mitsui-trust-group-inc-trims-stake-in-microsoft-co-nasdaqmsft%2f/RK=2/RS=hy.epctV8IyX7rkIOdY9E4nvgw0-
2025-04-05 12:15:24,"Microsoft Co. (NASDAQ:MSFT) Position Lowered by Guardian Wealth Advisors LLC. Guardian Wealth Advisors LLC lessened its holdings in Microsoft Co. (NASDAQ:MSFT – Free Report) by 5.3% in the fourth quarter, HoldingsChannel.com reports. The firm owned 1,195 shares of the ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaDdPNndLwjBUfQtDMD;_ylu=Y29sbwNncTEEcG9zAzYEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037123/RO=10/RU=https%3a%2f%2fwww.etfdailynews.com%2f2025%2f04%2f05%2fmicrosoft-co-nasdaqmsft-position-lowered-by-guardian-wealth-advisors-llc%2f/RK=2/RS=S_Khy7GdEw6iwfMpZERC7bYgLVI-
2025-04-05 12:15:24,"Live Oak Private Wealth LLC Sells 2,785 Shares of Microsoft Co. (NASDAQ:MSFT). Live Oak Private Wealth LLC cut its stake in Microsoft Co. (NASDAQ:MSFT – Free Report) by 6.3% in the fourth quarter, according to the company in its most recent disclosure with the Securities ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaDdPNndLwj_kbQtDMD;_ylu=Y29sbwNncTEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037123/RO=10/RU=https%3a%2f%2fwww.etfdailynews.com%2f2025%2f04%2f05%2flive-oak-private-wealth-llc-sells-2785-shares-of-microsoft-co-nasdaqmsft%2f/RK=2/RS=SJEFIiJY6GbHaT_X8jLAdknUYg0-
2025-04-05 12:15:19,"Tandem Financial LLC Takes Position in Microsoft Co. (NASDAQ:MSFT). Tandem Financial LLC bought a new position in Microsoft Co. (NASDAQ:MSFT – Free Report) in the fourth quarter, according to the company in its most recent 13F filing with the SEC. The firm bought ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTZ.dPNnkZEj7mfQtDMD;_ylu=Y29sbwNncTEEcG9zAzkEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037118/RO=10/RU=https%3a%2f%2fwww.etfdailynews.com%2f2025%2f04%2f05%2ftandem-financial-llc-takes-position-in-microsoft-co-nasdaqmsft%2f/RK=2/RS=qj8pFgltQrKD.bC8WPCixfImJuc-
2025-04-05 12:15:19,"Live Oak Private Wealth LLC Sells 2,785 Shares of Microsoft Co. (NASDAQ:MSFT). Live Oak Private Wealth LLC cut its stake in Microsoft Co. (NASDAQ:MSFT – Free Report) by 6.3% in the fourth quarter, according to the company in its most recent disclosure with the Securities ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTZ.dPNnkZEj7WfQtDMD;_ylu=Y29sbwNncTEEcG9zAzgEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037118/RO=10/RU=https%3a%2f%2fwww.etfdailynews.com%2f2025%2f04%2f05%2flive-oak-private-wealth-llc-sells-2785-shares-of-microsoft-co-nasdaqmsft%2f/RK=2/RS=PKO4yEqbnabuJJgbYQrSUuxKEYo-
2025-04-05 12:15:19,"1,958 Shares in Microsoft Co. (NASDAQ:MSFT) Purchased by Centerline Wealth.... Centerline Wealth Advisors LLC bought a new stake in Microsoft Co. (NASDAQ:MSFT – Free Report) during the fourth quarter, according to the company in its most recent disclosure with the Securities ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTZ.dPNnkZEj52fQtDMD;_ylu=Y29sbwNncTEEcG9zAzQEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037118/RO=10/RU=https%3a%2f%2fwww.etfdailynews.com%2f2025%2f04%2f05%2f1958-shares-in-microsoft-co-nasdaqmsft-purchased-by-centerline-wealth-advisors-llc%2f/RK=2/RS=y2FUduwHsjUuIOIdu1tqOnswwqc-
2025-04-05 12:15:19,"21,806 Shares in Microsoft Co. (NASDAQ:MSFT) Bought by Golden State Wealth.... Golden State Wealth Management LLC bought a new stake in shares of Microsoft Co. (NASDAQ:MSFT – Free Report) in the 4th quarter, HoldingsChannel reports. The fund bought 21,806 shares of the ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTZ.dPNnkZEj5GfQtDMD;_ylu=Y29sbwNncTEEcG9zAzIEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037118/RO=10/RU=https%3a%2f%2fwww.etfdailynews.com%2f2025%2f04%2f05%2f21806-shares-in-microsoft-co-nasdaqmsft-bought-by-golden-state-wealth-management-llc%2f/RK=2/RS=LF.qjUpobdDR9bL4FriuyzljfUU-
2025-04-05 12:15:16,"Nvidia's bad day, Microsoft's AI plans, Amazon's TikTok play, and Intel's.... Nvidia (NVDA) fell with other Magnificent 7 stocks on Thursday as themarketreacted to new tariffs...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTZ7dPNnuv4jahLQtDMD;_ylu=Y29sbwNncTEEcG9zAzMEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037115/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fnvidias-bad-day-microsofts-ai-130000690.html%3ffr%3dsycsrp_catchall/RK=2/RS=UOcBrX.YyKDyeMP2DNcM8I6CmJU-
2025-04-05 12:15:13,Microsoft Co. (NASDAQ:MSFT) Stock Holdings Reduced by Solutions 4 Wealth Ltd. The firm owned 820 shares of the software giant’s stock after selling 68 shares during the quarter. BCK Partners Inc. grew its stake in shares of Microsoft by 1.8% in the 3rd quarter. BCK Partners ...,Yahoo Finance,https://r.search.yahoo.com/_ylt=Awr9_Yp4dPNnIOojrjXQtDMD;_ylu=Y29sbwNncTEEcG9zAzUEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037113/RO=10/RU=https%3a%2f%2fwww.etfdailynews.com%2f2025%2f04%2f05%2fmicrosoft-co-nasdaqmsft-stock-holdings-reduced-by-solutions-4-wealth-ltd%2f/RK=2/RS=4tuFrvVcUos3J9mkEdFNajwZUiA-
2025-04-05 12:15:05,Microsoft (MSFT) Price Target Cut to $500 by Jefferies. We recently published a list of Mag7 and Beyond: Top 10 AINewsUpdates and Ratings. In this...,Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTZxdPNnReIjLCrQtDMD;_ylu=Y29sbwNncTEEcG9zAzQEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037105/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fmicrosoft-msft-price-target-cut-230105015.html%3ffr%3dsycsrp_catchall/RK=2/RS=mOk_QXC9193lC4Ta_SVX9i73zeA-
2025-04-05 12:15:05,"Sea (SE) and Microsoft (MSFT), PAR Technology (PAR) Shares Plummet, What You.... A number of stocks fell in the afternoon session after China imposed a 34% tariff on all U.S....",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTZxdPNnReIjKirQtDMD;_ylu=Y29sbwNncTEEcG9zAzMEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037105/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fsea-se-microsoft-msft-par-203324940.html%3ffr%3dsycsrp_catchall/RK=2/RS=CfMTUbkOh0bB4BG4N4DilyR3xeE-
2025-04-05 12:15:01,Scotiabank Bullish on Microsoft (MSFT): Why AI Growth on Azure Could Propel.... We recently published a list of Top 10 Stocks to Watch as Investors Brace for Potential Recession....,Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTZtdPNnHPQjjR3QtDMD;_ylu=Y29sbwNncTEEcG9zAzQEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037101/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fscotiabank-bullish-microsoft-msft-why-212306105.html%3ffr%3dsycsrp_catchall/RK=2/RS=1bjeba86kgKirOAQORAOl2XB_VI-
2025-04-05 12:15:01,"Sea (SE) and Microsoft (MSFT), PAR Technology (PAR) Shares Plummet, What You.... A number of stocks fell in the afternoon session after China imposed a 34% tariff on all U.S....",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTZtdPNnHPQjlx3QtDMD;_ylu=Y29sbwNncTEEcG9zAzEwBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1744037101/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fsea-se-microsoft-msft-par-203324940.html%3ffr%3dsycsrp_catchall/RK=2/RS=mAGqZRnPBz.WH9P0XSt3G2pR1Rk-
2025-04-04 12:15:59,"Why Goodyear stock soared while the rest of Wall Street crashed. The S&P fell nearly 5%, but Goodyear Tire closed up nearly 12% amid tariff chaos.",Yahoo Finance,https://r.search.yahoo.com/_ylt=Awr9_YqmdPNnUHYjLJDQtDMD;_ylu=Y29sbwNncTEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037159/RO=10/RU=https%3a%2f%2fwww.fastcompany.com%2f91311495%2fwhy-goodyear-stock-soared-while-the-rest-of-wall-street-crashed/RK=2/RS=l9Y5n8Wa9SqpS3Un0NwVUhlfMgs-
2025-04-04 12:15:59,"BMO Capital cuts ServiceNow target to $990, retains outperform By Investing.com. On Friday, BMO Capital Markets adjusted its financial outlook for ServiceNow (NYSE:NOW), reducing...",Yahoo Finance,https://r.search.yahoo.com/_ylt=Awr9_YqmdPNnUHYjNJDQtDMD;_ylu=Y29sbwNncTEEcG9zAzUEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037159/RO=10/RU=https%3a%2f%2fwww.investing.com%2fnews%2fanalyst-ratings%2fbmo-capital-cuts-servicenow-target-to-990-retains-outperform-93CH-3967320/RK=2/RS=lx85kvVL4cLFvJHdmLAd5hq8GcY-
2025-04-04 12:15:57,"Why Goodyear stock soared while the rest of Wall Street crashed. The S&P fell nearly 5%, but Goodyear Tire closed up nearly 12% amid tariff chaos.",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTakdPNnWYQjgWvQtDMD;_ylu=Y29sbwNncTEEcG9zAzcEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037157/RO=10/RU=https%3a%2f%2fwww.fastcompany.com%2f91311495%2fwhy-goodyear-stock-soared-while-the-rest-of-wall-street-crashed/RK=2/RS=VYYqHFTam2rTNBWdv02ccwLmPbY-
2025-04-04 12:15:57,"The 'Magnificent Seven' saw a record $1 trillion wipeout - and Apple led the way. That was the largest one-day loss of valuation on record for the group, according to Dow JonesMarketData - easily eclipsing the $758.7 billion previous record set on March 10. Apple Inc. ( ...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTakdPNnWYQjeWvQtDMD;_ylu=Y29sbwNncTEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037157/RO=10/RU=https%3a%2f%2fwww.morningstar.com%2fnews%2fmarketwatch%2f20250403471%2fthe-magnificent-seven-saw-a-record-1-trillion-wipeout-and-apple-led-the-way/RK=2/RS=3rpPk9fVegbyu5LMo26sxeOB8R4-
2025-04-04 12:15:54,"7 Best ETFs to Buy Now - WTOP News. After two straight 20%-plus up years for the S&P 500 in 2023 and 2024, many investors have learned to be content with what the market gives them. In 2025, that's proving to be a much less attractive…",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTahdPNnZEwjxJnQtDMD;_ylu=Y29sbwNncTEEcG9zAzEwBHZ0aWQDBHNlYwNzcg--/RV=2/RE=1744037154/RO=10/RU=https%3a%2f%2fwtop.com%2fnews%2f2025%2f04%2f7-best-etfs-to-buy-now-23%2f/RK=2/RS=xSo8ZZxcKU7bjLOeSQu1HS5OOH0-
2025-04-04 12:15:50,"The Dow plunges 2,200 points and tech stocks tumble again as Powell warns of.... Markets were battered anew as China announced its tit-for-tat retaliation against Trump's sweeping...",Yahoo Finance,https://r.search.yahoo.com/_ylt=AwrjfTaddPNn47sjF0nQtDMD;_ylu=Y29sbwNncTEEcG9zAzUEdnRpZAMEc2VjA3Ny/RV=2/RE=1744037150/RO=10/RU=https%3a%2f%2fqz.com%2fmag7-stocks-fall-trade-war-tesla-nvidia-jobs-1851774739/RK=2/RS=dI99qEMSGCOBVlJIR28gQIK4Vdc-
